code;name;uf;latitude;longitude
5005251;"Laguna Carapã";MS;-22.5544;-55.1492
1713957;"Muricilândia";TO;-7.1496;-48.6053
2912400;"Ibipeba";BA;-11.6440;-42.0091
2204352;"Geminiano";PI;-7.1571;-41.3628
2107407;"Olho d'Água das Cunhãs";MA;-4.1408;-45.1171
5201454;"Aparecida do Rio Doce";GO;-18.2966;-51.1487
3133501;"Itapecerica";MG;-20.4709;-45.1247
4208401;"Itapiranga";SC;-27.1746;-53.7127
2311306;"Quixadá";CE;-4.9655;-39.0109
1505536;"Parauapebas";PA;-6.0713;-49.8885
3166204;"Senhora dos Remédios";MG;-21.0286;-43.5823
4314506;"Pinheiro Machado";RS;-31.5797;-53.3819
3524709;"Jaguariúna";SP;-22.7051;-46.9848
4101853;"Ariranha do Ivaí";PR;-24.3840;-51.5913
4126504;"Sertanópolis";PR;-23.0596;-51.0388
2613503;"São José do Belmonte";PE;-7.8624;-38.7591
4306320;"Derrubadas";RS;-27.2666;-53.8613
3117009;"Comercinho";MG;-16.2971;-41.7942
2904209;"Botuporã";BA;-13.3797;-42.5228
3125309;"Faria Lemos";MG;-20.8061;-42.0116
3541307;"Presidente Epitácio";SP;-21.7578;-52.1100
4200200;"Agrolândia";SC;-27.4114;-49.8297
2107258;"Nova Colinas";MA;-7.1200;-46.2626
3158003;"Santa Maria de Itabira";MG;-19.4492;-43.1143
3516507;"Gabriel Monteiro";SP;-21.5309;-50.5566
2515104;"São Sebastião de Lagoa de Roça";PB;-7.1033;-35.8663
4118303;"Paranapoema";PR;-22.6548;-52.0846
5102637;"Campo Novo do Parecis";MT;-13.6659;-57.8840
4322004;"Triunfo";RS;-29.9455;-51.7194
1505502;"Paragominas";PA;-3.0000;-47.3554
3117108;"Conceição da Aparecida";MG;-21.0937;-46.2038
5209457;"Guarinos";GO;-14.7322;-49.7023
2605301;"Exu";PE;-7.5112;-39.7221
3141504;"Mendes Pimentel";MG;-18.6582;-41.4024
4216404;"São João do Sul";SC;-29.2241;-49.8104
4200051;"Abdon Batista";SC;-27.6113;-51.0222
2204303;"Fronteiras";PI;-7.0874;-40.6167
1505494;"Palestina do Pará";PA;-5.7475;-48.3165
5005202;"Ladário";MS;-19.0063;-57.6113
3149804;"Perdizes";MG;-19.3520;-47.2943
3304201;"Resende";RJ;-22.4693;-44.4474
1505486;"Pacajá";PA;-3.8303;-50.6406
2506905;"Itabaiana";PB;-7.3300;-35.3360
3508306;"Cabrália Paulista";SP;-22.4588;-49.3368
2707800;"Roteiro";AL;-9.8335;-35.9784
5102603;"Campinápolis";MT;-14.5493;-52.7926
1301100;"Careiro";AM;-3.8239;-60.3627
4313805;"Palmitinho";RS;-27.3550;-53.5596
4322103;"Tucunduva";RS;-27.6597;-54.4423
3516606;"Gália";SP;-22.2910;-49.5534
4110102;"Imbituva";PR;-25.2285;-50.6042
3133303;"Itaobim";MG;-16.5620;-41.5025
4208203;"Itajaí";SC;-26.9048;-48.6555
1505601;"Peixe-Boi";PA;-1.1935;-47.3169
4216503;"São Joaquim";SC;-28.2945;-49.9324
2107209;"Nina Rodrigues";MA;-3.4658;-43.9066
2204659;"Ilha Grande";PI;-2.8518;-41.8179
3549300;"São João do Pau d'Alho";SP;-21.2700;-51.6653
4101903;"Assaí";PR;-23.3734;-50.8453
4126306;"Sengés";PR;-24.1152;-49.4714
2707909;"Santa Luzia do Norte";AL;-9.6033;-35.8231
2805901;"Riachuelo";SE;-10.7315;-37.1889
3508405;"Cabreúva";SP;-23.3074;-47.1332
4313904;"Panambi";RS;-28.3067;-53.5084
3108503;"Botumirim";MG;-16.8608;-43.0110
1705557;"Combinado";TO;-12.8179;-46.5488
3541109;"Presidente Alves";SP;-22.1001;-49.4384
3125101;"Extrema";MG;-22.8401;-46.3282
3533304;"Nova Luzitânia";SP;-20.8565;-50.2632
2107308;"Nova Iorque";MA;-6.7361;-44.0461
4208302;"Itapema";SC;-27.0977;-48.6164
4118105;"Paranacity";PR;-22.9324;-52.1528
2912806;"Ibirapuã";BA;-17.6885;-40.1098
5004502;"Itaporã";MS;-22.0823;-54.7871
4126405;"Sertaneja";PR;-23.0373;-50.8168
1505551;"Pau D'Arco";PA;-7.8304;-50.0402
2408607;"Paraná";RN;-6.4852;-38.3125
2311702;"Reriutaba";CE;-4.1424;-40.5822
2515401;"São Vicente do Seridó";PB;-6.9344;-36.4025
4305702;"Condor";RS;-28.2089;-53.4842
3116902;"Comendador Gomes";MG;-19.6930;-49.0843
3100302;"Abre Campo";MG;-20.3017;-42.4781
3304128;"Quatis";RJ;-22.4148;-44.2590
4200101;"Abelardo Luz";SC;-26.5663;-52.3271
3525102;"Jardinópolis";SP;-21.0183;-47.7643
1301159;"Careiro da Várzea";AM;-3.1988;-59.8250
2904605;"Brumado";BA;-14.2040;-41.6699
4321907;"Três Passos";RS;-27.4573;-53.9288
4109906;"Icaraíma";PR;-23.3949;-53.6235
1505403;"Ourém";PA;-1.5508;-47.1139
4118204;"Paranaguá";PR;-25.5189;-48.5091
5004601;"Itaquiraí";MS;-23.4846;-54.1824
2303501;"Cascavel";CE;-4.1326;-38.2423
1713809;"Palmeiras do Tocantins";TO;-6.6102;-47.5466
3516903;"General Salgado";SP;-20.6487;-50.3608
5201306;"Anicuns";GO;-16.4620;-49.9580
3304110;"Porto Real";RJ;-22.4192;-44.3024
2515500;"Serra Branca";PB;-7.4833;-36.6600
2400406;"Água Nova";RN;-6.2067;-38.2919
3500303;"Aguaí";SP;-22.0592;-46.9790
2707206;"Poço das Trincheiras";AL;-9.3060;-37.2850
2204709;"Inhuma";PI;-6.6712;-41.7081
3304102;"Porciúncula";RJ;-20.9632;-42.0402
4126355;"Serranópolis do Iguaçu";PR;-25.4033;-54.0481
2408953;"Rio do Fogo";RN;-5.2748;-35.3824
4101705;"Araruna";PR;-23.9332;-52.4974
4110003;"Iguaraçu";PR;-23.1977;-51.8240
4216800;"São José do Cerrito";SC;-27.6624;-50.5791
2927903;"Santa Inês";BA;-13.2922;-39.8179
5102504;"Cáceres";MT;-16.0837;-57.6755
4313706;"Palmeira das Missões";RS;-27.9016;-53.3132
2507309;"Jacaraú";PB;-6.6151;-35.2914
1705607;"Conceição do Tocantins";TO;-12.2189;-47.2970
1301506;"Envira";AM;-7.4363;-70.0233
2912608;"Ibiquera";BA;-12.6513;-40.9340
4208609;"Jaborá";SC;-27.1747;-51.7344
3508702;"Caconde";SP;-21.5290;-46.6451
3140852;"Matias Cardoso";MG;-14.8552;-43.9224
5208806;"Goianira";GO;-16.4966;-49.4251
2311504;"Quixeré";CE;-5.0741;-37.9893
4101804;"Araucária";PR;-25.5905;-49.4005
4305504;"Ciríaco";RS;-28.3431;-51.8762
2204550;"Guaribas";PI;-9.3947;-43.6869
2605152;"Dormentes";PE;-8.4486;-40.7663
2106607;"Matões";MA;-5.5201;-43.2014
2919702;"Macarani";BA;-15.5649;-40.4238
2806305;"Santa Luzia do Itanhy";SE;-11.3518;-37.4485
2904407;"Brejolândia";BA;-12.4846;-43.9600
4126702;"Tamboara";PR;-23.1984;-52.5000
4200408;"Água Doce";SC;-26.9979;-51.5494
2912707;"Ibirapitanga";BA;-14.1621;-39.3673
3108909;"Brazópolis";MG;-22.4734;-45.6185
4208708;"Jacinto Machado";SC;-28.9992;-49.7626
5004403;"Inocência";MS;-19.7288;-51.9296
2408904;"Parelhas";RN;-6.6880;-36.6566
3508801;"Cafelândia";SP;-21.8041;-49.6051
5200605;"Alto Paraíso de Goiás";GO;-14.1348;-47.5197
2303303;"Cariús";CE;-6.5382;-39.4970
3541505;"Presidente Venceslau";SP;-21.8752;-51.8444
2311603;"Redenção";CE;-4.2250;-38.7308
2919553;"Luís Eduardo Magalhães";BA;-12.0905;-45.7966
4321956;"Trindade do Sul";RS;-27.5214;-52.8998
4305603;"Colorado";RS;-28.5272;-52.9927
2515302;"Sapé";PB;-7.0962;-35.2302
3500105;"Adamantina";SP;-21.6878;-51.0733
5101803;"Barra do Garças";MT;-15.8941;-52.2649
4118501;"Pato Branco";PR;-26.2285;-52.6730
4126678;"Tamarana";PR;-23.7283;-51.0940
3100708;"Água Comprida";MG;-20.0580;-48.1095
4200507;"Águas de Chapecó";SC;-27.0742;-52.9879
3304409;"Rio Claro";RJ;-22.7250;-44.1372
4305587;"Colinas";RS;-29.3892;-51.8694
1505437;"Ourilândia do Norte";PA;-6.7543;-51.0672
3166105;"Senhora do Porto";MG;-18.8929;-43.0839
2904506;"Brotas de Macaúbas";BA;-12.0011;-42.6293
2204501;"Guadalupe";PI;-6.7859;-43.5693
2927705;"Santa Cruz Cabrália";BA;-16.2820;-39.0243
2613404;"São José da Coroa Grande";PE;-8.8986;-35.1451
5216908;"Pilar de Goiás";GO;-14.7641;-49.5792
2303402;"Carnaubal";CE;-4.1624;-40.9421
2507101;"Itapororoca";PB;-6.8286;-35.2470
3516804;"Gastão Vidigal";SP;-20.7992;-50.1882
4110300;"Inajá";PR;-22.7503;-52.1971
3500204;"Adolfo";SP;-21.2356;-49.6428
4322301;"Tuparendi";RS;-27.7599;-54.4789
3157906;"Santa Margarida";MG;-20.3843;-42.2512
2106672;"Milagres do Maranhão";MA;-3.5813;-42.6072
3304508;"Rio das Flores";RJ;-22.1696;-43.5778
1714203;"Natividade";TO;-11.7101;-47.7245
4216701;"São José do Cedro";SC;-26.4546;-53.4983
2919504;"Livramento de Nossa Senhora";BA;-13.6510;-41.8415
2204600;"Hugo Napoleão";PI;-5.9894;-42.5581
2806107;"Rosário do Catete";SE;-10.6963;-37.0321
2927804;"Santa Cruz da Vitória";BA;-14.9604;-39.8101
2400802;"Angicos";RN;-5.6650;-36.6009
3140902;"Matipó";MG;-20.2849;-42.3417
4102109;"Astorga";PR;-23.2340;-51.6640
2912004;"Ibiassucê";BA;-14.2694;-42.2576
3157252;"Santa Bárbara do Leste";MG;-19.9781;-42.1411
2605202;"Escada";PE;-8.3696;-35.2406
3508603;"Cachoeira Paulista";SP;-22.6644;-45.0076
2507200;"Itatuba";PB;-7.3769;-35.6300
5208707;"Goiânia";GO;-16.6802;-49.2565
2310902;"Piquet Carneiro";CE;-5.8051;-39.4183
4314100;"Passo Fundo";RS;-28.2516;-52.3956
3533254;"Novais";SP;-20.9933;-48.9188
3149705;"Perdigão";MG;-19.9528;-45.0847
3108701;"Brás Pires";MG;-20.8478;-43.2437
4208500;"Ituporanga";SC;-27.4155;-49.6022
2919603;"Macajuba";BA;-12.1371;-40.3601
3132701;"Itambacuri";MG;-18.0324;-41.6851
1706001;"Couto Magalhães";TO;-8.3601;-49.1789
3165404;"Sapucaí-Mirim";MG;-22.7475;-45.7450
3500550;"Águas de Santa Bárbara";SP;-22.8808;-49.2393
2903805;"Boa Vista do Tupim";BA;-12.6595;-40.6074
4102208;"Atalaia";PR;-23.1515;-52.0533
2106631;"Matões do Norte";MA;-3.6314;-44.5516
2806206;"Salgado";SE;-11.0283;-37.4784
4322251;"Tupandi";RS;-29.4818;-51.4191
4200309;"Agronômica";SC;-27.2697;-49.7177
2302701;"Campos Sales";CE;-7.0737;-40.3763
4314076;"Passo do Sobrado";RS;-29.7500;-52.2764
4305900;"Coronel Bicaco";RS;-27.7181;-53.7080
5101852;"Bom Jesus do Araguaia";MT;-12.1728;-51.5050
2408805;"Parazinho";RN;-5.2263;-35.8399
3100500;"Açucena";MG;-19.0731;-42.5464
5200506;"Aloândia";GO;-17.7279;-49.4812
3108800;"Braúnas";MG;-19.0575;-42.7188
4314068;"Passa Sete";RS;-29.4522;-52.9650
3124500;"Estiva";MG;-22.4652;-46.0179
3549706;"São José do Rio Pardo";SP;-21.5996;-46.8917
2203909;"Floriano";PI;-6.7742;-43.0211
3157203;"Santa Bárbara";MG;-19.9600;-43.4176
3165503;"Sardoá";MG;-18.7827;-42.3665
5101837;"Boa Esperança do Norte";MT;-13.5103;-55.1500
4118402;"Paranavaí";PR;-23.0821;-52.4643
3533205;"Nova Independência";SP;-21.1049;-51.4902
3100609;"Água Boa";MG;-17.9936;-42.3909
3116308;"Cipotânea";MG;-20.9052;-43.3657
3516853;"Gavião Peixoto";SP;-21.8392;-48.4951
3140704;"Mateus Leme";MG;-19.9871;-44.4292
2400604;"Almino Afonso";RN;-6.1531;-37.7661
4314175;"Pedras Altas";RS;-31.7325;-53.5854
4305871;"Coronel Barros";RS;-28.3825;-54.0735
4322350;"União da Serra";RS;-28.7546;-52.0150
4322343;"Ubiretama";RS;-28.0461;-54.6810
3304300;"Rio Bonito";RJ;-22.7106;-42.6482
3500501;"Águas de Lindóia";SP;-22.4716;-46.6321
2928109;"Santa Maria da Vitória";BA;-13.3847;-44.1910
4314159;"Paverama";RS;-29.5512;-51.7353
3149002;"Pedra Dourada";MG;-20.8319;-42.1559
3116159;"Chapada Gaúcha";MG;-15.2969;-45.6257
4110201;"Inácio Martins";PR;-25.5735;-51.0775
3525003;"Jandira";SP;-23.5315;-46.9019
3157302;"Santa Bárbara do Tugúrio";MG;-21.2462;-43.5601
2310951;"Pires Ferreira";CE;-4.2437;-40.6415
4322327;"Turuçu";RS;-31.4214;-52.1776
3132503;"Itamarandiba";MG;-17.8568;-42.8582
4305975;"Coxilha";RS;-28.1266;-52.3001
2514651;"São José do Brejo do Cruz";PB;-6.2133;-37.3554
2919926;"Madre de Deus";BA;-12.7456;-38.6154
2613800;"São Vicente Férrer";PE;-7.5907;-35.4892
2805505;"Poço Verde";SE;-10.7110;-38.1766
3140803;"Matias Barbosa";MG;-21.8689;-43.3183
2400703;"Alto do Rodrigues";RN;-5.2884;-36.7616
2203859;"Floresta do Piauí";PI;-7.4668;-41.7981
5217302;"Pirenópolis";GO;-15.8526;-48.9589
3500600;"Águas de São Pedro";SP;-22.5987;-47.8771
2707107;"Piranhas";AL;-9.6245;-37.7580
4305959;"Cotiporã";RS;-28.9942;-51.6966
1505809;"Portel";PA;-1.9391;-50.8238
2605608;"Flores";PE;-7.8671;-37.9744
4102000;"Assis Chateaubriand";PR;-24.4045;-53.5102
3157278;"Santa Bárbara do Monte Verde";MG;-21.9587;-43.7055
3149101;"Pedralva";MG;-22.2431;-45.4660
4126652;"Sulina";PR;-25.7016;-52.7211
2919900;"Macururé";BA;-9.1678;-39.0591
4314134;"Paulo Bento";RS;-27.7033;-52.4233
5200555;"Alto Horizonte";GO;-14.1950;-49.3390
3124302;"Espinosa";MG;-14.9268;-42.8170
3532504;"Neves Paulista";SP;-20.8461;-49.6302
3132602;"Itamarati de Minas";MG;-21.4177;-42.8186
4216057;"São Cristóvão do Sul";SC;-27.2674;-50.4410
3165305;"São Vicente de Minas";MG;-21.7017;-44.4422
1301407;"Eirunepé";AM;-6.6678;-69.8650
4118451;"Pato Bragado";PR;-24.6254;-54.2252
4322152;"Tunas";RS;-29.1016;-52.9595
4305934;"Coronel Pilar";RS;-29.2733;-51.6858
1505650;"Placas";PA;-3.8641;-54.2160
3549607;"São José do Barreiro";SP;-22.6455;-44.5773
3524303;"Jaboticabal";SP;-21.2546;-48.3107
3532603;"Nhandeara";SP;-20.6949;-50.0416
3124401;"Espírito Santo do Dourado";MG;-22.0474;-45.9514
1505635;"Piçarra";PA;-6.4431;-48.8628
2911857;"Heliópolis";BA;-10.6761;-38.2819
3157104;"Salto da Divisa";MG;-15.9981;-39.9499
4207858;"Irati";SC;-26.6567;-52.8939
4126603;"Siqueira Campos";PR;-23.6896;-49.8316
2106508;"Matinha";MA;-3.0993;-45.0318
5200902;"Amorinópolis";GO;-16.6203;-51.0954
4313953;"Pantano Grande";RS;-30.1899;-52.3713
3116209;"Chiador";MG;-22.0034;-43.0578
2613602;"São José do Egito";PE;-7.4788;-37.2757
5217104;"Piracanjuba";GO;-17.3048;-49.0220
2514701;"São José do Sabugi";PB;-6.7750;-36.7952
3141108;"Matozinhos";MG;-19.5583;-44.0817
3541406;"Presidente Prudente";SP;-22.1220;-51.3882
4216008;"São Carlos";SC;-27.0813;-53.0050
3500402;"Águas da Prata";SP;-21.9356;-46.7165
3148905;"Pedra do Indaiá";MG;-20.2567;-45.2088
5004809;"Japorã";MS;-23.8941;-54.4035
2919959;"Maetinga";BA;-14.6633;-41.4918
3524402;"Jacareí";SP;-23.3056;-45.9749
3557105;"Votuporanga";SP;-20.4190;-49.9767
2928000;"Santaluz";BA;-11.2543;-39.3748
2605400;"Feira Nova";PE;-7.9507;-35.3880
2310852;"Pindoretama";CE;-4.0282;-38.3060
5101704;"Barra do Bugres";MT;-15.0645;-57.1786
2506509;"Gurjão";PB;-7.2475;-36.4890
2514552;"São José de Princesa";PB;-7.7404;-38.0981
2613701;"São Lourenço da Mata";PE;-7.9964;-35.0402
5217203;"Piranhas";GO;-16.4265;-51.8227
2707404;"Porto de Pedras";AL;-9.1604;-35.2972
4314050;"Parobé";RS;-29.6267;-50.8291
3132909;"Itamogi";MG;-21.0778;-47.0424
4216107;"São Domingos";SC;-26.5604;-52.5309
3516200;"Franca";SP;-20.5383;-47.4011
5200852;"Americano do Brasil";GO;-16.2554;-49.9824
4314035;"Pareci Novo";RS;-29.6390;-51.3969
3548906;"São Carlos";SP;-22.0167;-47.8920
2605509;"Ferreiros";PE;-7.4482;-35.2467
2203750;"Fartura do Piauí";PI;-9.4840;-42.7929
2919801;"Macaúbas";BA;-13.0184;-42.6944
5209150;"Gouvelândia";GO;-18.4409;-50.1369
4314027;"Paraíso do Sul";RS;-29.7323;-53.1793
1505700;"Ponta de Pedras";PA;-1.3938;-48.8712
1300680;"Boa Vista do Ramos";AM;-2.9704;-57.5884
4322202;"Tupanciretã";RS;-29.0849;-53.8365
3508009;"Buri";SP;-23.7978;-48.5950
4305850;"Coqueiros do Sul";RS;-28.1187;-52.7826
2707503;"Porto Real do Colégio";AL;-10.1852;-36.8360
3532405;"Nazaré Paulista";SP;-23.1822;-46.3982
3124708;"Estrela do Indaiá";MG;-19.5214;-45.7879
4125902;"São Pedro do Paraná";PR;-22.8247;-53.2222
3108107;"Bonfim";MG;-20.3269;-44.2393
1300805;"Borba";AM;-4.3945;-59.5890
2911907;"Iaçu";BA;-12.7674;-40.2059
4207908;"Irineópolis";SC;-26.2400;-50.8009
4305835;"Coqueiro Baixo";RS;-29.1772;-52.0990
3540705;"Porto Ferreira";SP;-21.8529;-47.4797
2310803;"Pereiro";CE;-6.0463;-38.4589
4322186;"Tupanci do Sul";RS;-27.9238;-51.5373
2514503;"São José de Piranhas";PB;-7.1196;-38.4994
4126009;"São Sebastião da Amoreira";PR;-23.4640;-50.7615
3165701;"Senador Firmino";MG;-20.9170;-43.1004
4314001;"Paraí";RS;-28.5975;-51.7869
3524204;"Jaborandi";SP;-20.6888;-48.4136
3116506;"Claro dos Poções";MG;-17.0820;-44.2079
2928059;"Santa Luzia";BA;-15.4319;-39.3327
2605459;"Fernando de Noronha";PE;-3.8413;-32.4109
2903706;"Boa Nova";BA;-14.3623;-40.2073
5209101;"Goiatuba";GO;-18.0129;-49.3581
3540804;"Potirendaba";SP;-21.0433;-49.3787
2408201;"Nísia Floresta";RN;-6.0911;-35.2088
3557154;"Zacarias";SP;-21.0529;-50.0515
1505007;"Nova Timboteua";PA;-1.2060;-47.3877
2302602;"Camocim";CE;-2.9003;-40.8430
3157500;"Santa Efigênia de Minas";MG;-18.8273;-42.4394
4305801;"Constantina";RS;-27.7331;-52.9950
4313334;"Nova Ramada";RS;-28.0825;-53.7066
4305157;"Cerro Grande";RS;-27.6101;-53.1664
2106904;"Monção";MA;-3.4913;-45.2521
2514602;"São José do Bonfim";PB;-7.1621;-37.3089
4117800;"Palmital";PR;-24.8859;-52.2119
3516002;"Flórida Paulista";SP;-21.6142;-51.1729
4321501;"Torres";RS;-29.3398;-49.7256
3116605;"Cláudio";MG;-20.4448;-44.7647
3303708;"Paraíba do Sul";RJ;-22.1590;-43.2855
4215901;"São Bonifácio";SC;-27.9009;-48.9303
5004700;"Ivinhema";MS;-22.3069;-53.8302
3149309;"Pedro Leopoldo";MG;-19.6200;-44.0405
2203800;"Flores do Piauí";PI;-7.7949;-42.9251
4321493;"Toropi";RS;-29.4780;-54.2277
1300607;"Benjamin Constant";AM;-4.3819;-70.0246
4109609;"Guaratuba";PR;-25.8763;-48.5751
2106755;"Miranda do Norte";MA;-3.5622;-44.5856
3507803;"Brodowski";SP;-20.9890;-47.6588
2707305;"Porto Calvo";AL;-9.0551;-35.3984
4305132;"Cerro Branco";RS;-29.6659;-52.9348
2506400;"Gurinhém";PB;-7.1261;-35.4259
2904050;"Bonito";BA;-11.9680;-41.2685
1504976;"Nova Ipixuna";PA;-4.9113;-49.0740
4313300;"Nova Prata";RS;-28.7838;-51.6098
4305124;"Cerrito";RS;-31.8540;-52.8166
3516101;"Florínea";SP;-22.9002;-50.7298
4321600;"Tramandaí";RS;-29.9860;-50.1315
3132800;"Itambé do Mato Dentro";MG;-19.4143;-43.3223
4207700;"Ipumirim";SC;-27.0757;-52.1342
4305116;"Centenário";RS;-27.7611;-51.9981
1705102;"Chapada da Natividade";TO;-11.6169;-47.7521
3540754;"Potim";SP;-22.8436;-45.2523
4101408;"Apucarana";PR;-23.5538;-51.4677
4125803;"São Pedro do Ivaí";PR;-23.8663;-51.8562
2311231;"Potiretama";CE;-5.7215;-38.1561
2204154;"Francisco Macedo";PI;-7.3285;-40.7911
4305108;"Caxias do Sul";RS;-29.1731;-51.1768
2912202;"Ibicoara";BA;-13.4146;-41.2853
2805406;"Poço Redondo";SE;-9.8082;-37.6827
4313409;"Novo Hamburgo";RS;-29.6947;-51.1159
3124609;"Estrela Dalva";MG;-21.7429;-42.4615
3108008;"Bom Sucesso";MG;-21.0369;-44.7611
5208905;"Goiás";GO;-15.9340;-50.1402
4207809;"Irani";SC;-27.0234;-51.9016
3507902;"Brotas";SP;-22.2882;-48.1265
3556958;"Vitória Brasil";SP;-20.1973;-50.4850
3540606;"Porto Feliz";SP;-23.2134;-47.5236
5004007;"Glória de Dourados";MS;-22.4083;-54.2344
4313391;"Novo Cabrais";RS;-29.7390;-52.9535
1505064;"Novo Repartimento";PA;-4.2485;-49.9514
3532801;"Nova Aliança";SP;-21.0156;-49.4970
2311207;"Potengi";CE;-7.0913;-40.0260
2919157;"Lapão";BA;-11.3843;-41.8330
4305207;"Cerro Largo";RS;-28.1470;-54.7381
2912301;"Ibicuí";BA;-14.8407;-39.9880
3116407;"Claraval";MG;-20.4023;-47.2852
2106706;"Mirador";MA;-6.3720;-44.3609
4117602;"Palmas";PR;-26.4890;-51.9889
2514909;"São Mamede";PB;-6.9273;-37.0965
4313375;"Nova Santa Rita";RS;-29.8553;-51.2752
5200829;"Amaralina";GO;-13.9284;-49.2988
3303500;"Nova Iguaçu";RJ;-22.7545;-43.4509
3524600;"Jacupiranga";SP;-24.6987;-48.0027
2408102;"Natal";RN;-5.8301;-35.2128
2204105;"Francisco Ayres";PI;-6.6233;-42.6928
2927309;"Salinas da Margarida";BA;-12.8730;-38.7603
4313359;"Nova Roma do Sul";RS;-28.9904;-51.4081
1505031;"Novo Progresso";PA;-7.0382;-55.4068
2904100;"Boquira";BA;-12.8208;-42.7312
2613008;"São Bento do Una";PE;-8.5213;-36.4451
2506707;"Imaculada";PB;-7.3900;-37.5089
4109401;"Guarapuava";PR;-25.3863;-51.4699
2106805;"Mirinzal";MA;-2.0625;-44.7845
4207759;"Iraceminha";SC;-26.8239;-53.2739
2303006;"Caridade";CE;-4.2320;-39.1951
4117701;"Palmeira";PR;-25.4238;-49.9992
1504901;"Muaná";PA;-1.5290;-49.2176
5101902;"Brasnorte";MT;-12.1223;-58.0029
5200803;"Alvorada do Norte";GO;-14.4839;-46.5109
3516408;"Franco da Rocha";SP;-23.3319;-46.7260
4321402;"Tenente Portela";RS;-27.3713;-53.7562
2515005;"São Miguel de Taipu";PB;-7.2505;-35.2089
3303609;"Paracambi";RJ;-22.6126;-43.7110
3165560;"Sem-Peixe";MG;-20.1012;-42.8404
4305173;"Cerro Grande do Sul";RS;-30.5942;-51.7497
3165552;"Setubinha";MG;-17.6007;-42.1620
4216305;"São João Batista";SC;-27.2761;-48.8490
3157377;"Santa Cruz de Salinas";MG;-16.0988;-41.7467
2204204;"Francisco Santos";PI;-6.9940;-41.1377
1300631;"Beruri";AM;-3.8980;-61.3752
2927408;"Salvador";BA;-12.9742;-38.5124
4101200;"Antonina";PR;-25.4289;-48.7102
2604809;"Cortês";PE;-8.4729;-35.5429
3532868;"Nova Castilho";SP;-20.7632;-50.3421
4109500;"Guaraqueçaba";PR;-25.2991;-48.3300
2805703;"Propriá";SE;-10.2097;-36.8328
3141009;"Mato Verde";MG;-15.3981;-42.8614
4313201;"Nova Petrópolis";RS;-29.3759;-51.1129
3508207;"Buritizal";SP;-20.1913;-47.7081
2506806;"Ingá";PB;-7.2895;-35.6103
3165537;"Sarzedo";MG;-20.0335;-44.1445
3557006;"Votorantim";SP;-23.5407;-47.4469
2912103;"Ibicaraí";BA;-14.8666;-39.5848
3108305;"Borda da Mata";MG;-22.2734;-46.1660
5200134;"Acreúna";GO;-17.3972;-50.3798
1705508;"Colinas do Tocantins";TO;-8.0558;-48.4835
4208104;"Itaiópolis";SC;-26.3393;-49.9064
1713304;"Miranorte";TO;-9.5234;-48.5898
2311009;"Poranga";CE;-4.7454;-40.9161
4101309;"Antônio Olinto";PR;-25.9872;-50.1971
2919207;"Lauro de Freitas";BA;-12.8965;-38.3247
3532843;"Nova Canaã Paulista";SP;-20.3871;-50.9489
4305009;"Catuípe";RS;-28.2509;-54.0137
5208301;"Divinópolis de Goiás";GO;-13.2923;-46.3973
4126207;"Sapopema";PR;-23.9107;-50.5794
3205200;"Vila Velha";ES;-20.3597;-40.2989
4321352;"Tavares";RS;-31.2894;-51.0908
3548807;"São Caetano do Sul";SP;-23.6330;-46.5747
4321477;"Tiradentes do Sul";RS;-27.3938;-54.0883
3157336;"Santa Cruz de Minas";MG;-21.1201;-44.2244
5216452;"Perolândia";GO;-17.5298;-52.0653
3532827;"Nova Campina";SP;-24.1213;-48.9046
2805802;"Riachão do Dantas";SE;-11.0706;-37.7266
2408409;"Olho d'Água do Borges";RN;-5.9569;-37.7035
4321469;"Tio Hugo";RS;-28.5670;-52.5944
2903904;"Bom Jesus da Lapa";BA;-13.2554;-43.4202
3100104;"Abadia dos Dourados";MG;-18.4911;-47.4065
2106102;"Loreto";MA;-7.0858;-45.1418
3108404;"Botelhos";MG;-21.6499;-46.3956
5003900;"Figueirão";MS;-18.6752;-53.6417
5200100;"Abadiânia";GO;-16.1973;-48.7060
2311108;"Porteiras";CE;-7.5332;-39.1186
3205309;"Vitória";ES;-20.3212;-40.3393
3149150;"Pedras de Maria da Cruz";MG;-15.6052;-44.3894
2302800;"Canindé";CE;-4.3503;-39.3131
4321451;"Teutônia";RS;-29.4824;-51.8164
2514800;"São José dos Cordeiros";PB;-7.3911;-36.8065
4118006;"Paraíso do Norte";PR;-23.2803;-52.6000
1504950;"Nova Esperança do Piriá";PA;-2.2709;-46.9671
5101308;"Arenápolis";MT;-14.4566;-56.8431
3140308;"Marliéria";MG;-19.7119;-42.7342
2400208;"Assú";RN;-5.5738;-36.9069
2408508;"Ouro Branco";RN;-6.7024;-36.9449
3100203;"Abaeté";MG;-19.1571;-45.4480
2204006;"Francinópolis";PI;-6.3974;-42.2642
4321436;"Terra de Areia";RS;-29.5871;-50.0665
2302909;"Capistrano";CE;-4.4689;-38.9008
2904001;"Boninal";BA;-12.7093;-41.8273
3303906;"Petrópolis";RJ;-22.5076;-43.1816
2506608;"Ibiara";PB;-7.4996;-38.4029
3165602;"Senador Cortes";MG;-21.8009;-42.9450
4216354;"São João do Itaperiú";SC;-26.6185;-48.7677
4109807;"Ibiporã";PR;-23.2671;-51.0498
2927200;"Ruy Barbosa";BA;-12.2865;-40.4950
